,headline,source,topic,Y,Yhat (GPT4o),confidence
752,Evening Brief Carbon tax backtrack and the claques clap on,ipolitics,climate,real,real,0.6
753,Global Warming Could Unlock Carbon From Tropical Soil,thenewyorktimes,climate,real,real,0.9
754,Hilarious empty threats on ACB confirmation from 'ClimatePower2020',climatedepot,climate,misinfo,misinfo,0.7
755,"Trump rollbacks for fossil fuel industries carry steep health, environmental costs",thedenverpost,climate,real,real,0.9
756,"COVID-19 Doesn't Seem Seasonal, Study Says",webmd.com,covid,real,real,0.9
757,Mock funeral for Amit Shah as he tested positive for COVID-19,Twitter,covid,misinfo,misinfo,0.7
758,Barack Obama warned Africans against vaccines from America and Europe.,Instagram,covid,misinfo,misinfo,0.9
759,"Climate change, national security among topics for final Trump-Biden debate",sottnet,climate,misinfo,real,0.95
760,The Simpsons predicted the coronavirus outbreak.,Facebook,covid,misinfo,misinfo,0.8
761,Bill Gates and Anthony Fauci seen walking in close proximity without mask during the coronavirus pendemic.,Facebook,covid,misinfo,misinfo,0.7
762,Theresa May refuses to apologise over hostile environment scandal,theguardianuk,climate,real,real,0.9
763,Jailing Practices Are Fueling COVID-19 Spread,webmd.com,covid,real,real,0.9
764,Mexico's President Nods to Environment but Favors State Energy Firms,usnews,climate,real,real,0.9
765,Saudi Aramco IPO: climate change fears cause banks to miss out on millions in fees,theindependent,climate,real,real,0.8
766,Communities coping with climate change  in pictures,theguardianuk,climate,real,real,0.9
767,The Hypocrisy of Climate Change Warriors,realclearpolitics,climate,real,misinfo,0.5
768,Why plastic bags may be better for the environment than paper or cotton,theweekuk,climate,real,real,0.8
769,There is no coronavirus. The Chinese were secretly working on a biological agent that was supposed to make protesters docile and obedient.,Facebook,covid,misinfo,misinfo,0.9
770,Dublin Bus should use the M50 more says environmental group,theirishtimes,climate,real,real,0.85
771,Charles Lieber was arrested for participating in the creation of the coronavirus.,Facebook,covid,misinfo,misinfo,0.9
772,Trump formally pulls out of landmark Paris climate agreement,thehill,climate,real,real,0.9
773,15 minutes in a sauna will kill the coronavirus.,Facebook,covid,misinfo,misinfo,0.9
774,No evidence' that vitamin D can prevent or treat COVID-19,medicalnewstoday.com,covid,real,real,0.9
775,A Vote for Trump Is a Vote for Climate Apocalypse,thenation,climate,real,misinfo,0.7
776,Google has donated 59 billion (5900 crores) rupees to fight coronavirus to India.,Twitter,covid,misinfo,misinfo,0.9
777,How COVID is Affecting U.S. Food Supply Chain,webmd.com,covid,real,real,0.9
778,"COVID-19 Enforcement Policy for Sterilizers, Disinfectant Devices, and Air Purifiers (FDA, 2020)",webmd.com,covid,real,real,0.95
779,Senate Democrats Draft Pro Athlete Instagram Influencers Into Climate Fight,theintercept,climate,real,real,0.7
780,iPolitics AM: McKenna touts Team Trudeau's climate plan as constitutional showdown over carbon tax resumes,ipolitics,climate,real,real,0.85
781,Kalonji seeds (Nigella Seeds) contain hydroxychloroquine and can help cure COVID-19.,Facebook/Twitter,covid,misinfo,misinfo,0.9
782,"Spiritual leader cuts off tongue of a young girl as an act of sacrifice to ward off COVID in Banda, Uttar Pradesh, India.",Facebook,covid,misinfo,real,0.7
783,A New Report Finds Cities Must Take More Action to Curb Climate Change,usnews,climate,real,real,0.9
784,"Environmental Activists Target Exxon's Lead Attorney in Climate Liability Case, a Prominent Democratic Donor",theintercept,climate,real,real,0.85
785,COVID-19 pandemic: countries urged to take stronger action to stop spread of harmful information,who.int,covid,real,real,0.9
786,How to make cement more climate-friendly,bbc,climate,real,real,0.9
787,Vitamin D for multiple sclerosis Study shows living in sunnier climate reduces risk,naturalnews,climate,misinfo,real,0.9
788,Forests 'in the front line of Ireland's response to climate change',theirishtimes,climate,real,real,0.9
789,I Am Greta review: Smart portrait of teenage climate activist is essential viewing,eveningstandard,climate,real,real,0.9
790,A Turkish citizen in Yozgat ate yogurt and soap together to get rid of the virus.,Media,covid,misinfo,misinfo,0.7
791,Mass Protests Could Cause COVID-19 Outbreaks,webmd.com,covid,real,real,0.9
792,Operation Quack Hack: FDA Targets Fraudulent COVID-19 Products,webmd.com,covid,real,real,0.9
793,Netflix is giving free access to its service during isolation from the COVID-19 pandemic.,WhatsApp,covid,misinfo,misinfo,0.8
794,Climate march organiser: 'This could be a tipping point',bbcuk,climate,real,real,0.85
795,Be more Greta: seven ways to help reduce your environmental impact,theguardianuk,climate,real,real,0.9
796,"Fast Company accidentally admits that plants thrive on carbon dioxide, the greenhouse gas that liberals claim will destroy the world... but it actually makes the world more GREEN",naturalnews,climate,misinfo,misinfo,0.85
797,Global climate strike: Greta Thunberg and school students lead climate crisis protest  live updates,theguardianuk,climate,real,real,0.9
798,Boris Johnson set to snub election leaders' debate on climate crisis,theguardianuk,climate,real,real,0.85
799,"Madrid Opens With ""Point Of No Return"" Climate Scaremongering... But Where's Greta?",zerohedge,climate,misinfo,misinfo,0.72
800,"For Democrats, infrastructure equals fighting climate change, creating jobs",rollcall,climate,real,real,0.9
801,Analysis: Andrew Dessler: 'Climate Alarmist as Energy Expert' (Part I),climatedepot,climate,misinfo,real,0.7
802,"Climate change' cause of woolly rhinoceros extinction 14,000 years ago - study",sottnet,climate,misinfo,real,0.9
803,A Trump-Biden Split Screen on Climate,thenewyorktimes,climate,real,real,0.9
804,You have stolen my childhood': Greta Thunberg makes emotional appeal at UN climate summit,channel4uk,climate,real,real,0.95
805,Tamil Siddhas mentioned herbal medicine for COVID-19.,Facebook,covid,misinfo,misinfo,0.7
806,NASA finds that Californians' TRASH emits far more methane into the atmosphere than cattle ranches... should we ban trash services to solve the global warming problem?,naturalnews,climate,misinfo,misinfo,0.8
807,Shoppers to 'spend 200 million less' at Boxing Day sales due to environmental concerns,eveningstandard,climate,real,real,0.85
808,"Flu Taking a Toll, Pediatric Deaths Hit 17-Year High",healthline.com,covid,real,real,0.85
809,'Climate apartheid': UN expert says human rights may not survive,theguardianuk,climate,real,real,0.9
810,How Coronavirus Will Change Our Working Environment,nationalinterest,climate,real,real,0.9
811,"At climate forum, Democratic presidential hopeful Biden defends gas-linked fundraiser",reuters,climate,real,real,0.9
812,People Experiencing Unsheltered Homelessness Interim Guidance,cdc.gov,covid,real,real,0.9
813,Queen Elizabeth II is infected with the new coronavirus.,Website,covid,misinfo,real,0.7
814,Pope Proposes New Sin For Climate Change Deniers: Thou Shalt Not Destroy The Harmony of the Environment,thedcclothesline,climate,misinfo,misinfo,0.7
815,Interim Considerations for Health Departments for SARS-CoV-2 Testing in Homeless Shelters and Encampments,cdc.gov,covid,real,real,0.9
816,Zinke blames California wildfires on environmental terrorist groups,mercurynews,climate,real,misinfo,0.7
817,First Reported UK Case of Sudden Permanent Hearing Loss Linked to COVID-19,sciencedaily.com,covid,real,real,0.9
818,Rate of Depression Are Triple of Pre-COVID Levels,webmd.com,covid,real,real,0.8
819,Saskatchewan premier surprised by bill including carbon tax,ipolitics,climate,real,real,0.9
820,First Protocol on How to Use Lung Ultrasound to Triage COVID-19,webmd.com,covid,real,real,0.9
821,All fruit and vegetable markets in the Indian city of Chennai and across the state of Tamil Nadu have been ordered to close in an effort to curb the spread of the novel coronavirus.,Facebook,covid,misinfo,real,0.9
822,A vaccine for the coronavirus was being trialled in January 2020 days before the outbreak.,Facebook,covid,misinfo,misinfo,0.8
823,Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.,Instagram,covid,misinfo,misinfo,0.8
824,A Chinese man has been lynched because he pretended to have the coronavirus.,Facebook,covid,misinfo,misinfo,0.8
825,Blood Clots and Lung Injuries Found in Patients Who Have Died of COVID-19,sciencedaily.com,covid,real,real,0.9
826,CDC COVID-19 Global Response,cdc.gov,covid,real,real,0.9
827,Massive protests against mandatory vaccination in Poland,Facebook,covid,misinfo,real,0.85
828,Italian people in the streets surrendering and bidding farewell to the world after COVID-19.,Facebook,covid,misinfo,misinfo,0.8
829,It is no longer acceptable to question climate change. So why is it now mainstream to criticise Extinction Rebellion?,theindependent,climate,real,real,0.8
830,"Critics say it is wrong to use of PCR tests for to detect COVID-19 since, in theory, this is not specific to SARS-CoV-2. It is a non-specific test in which genetic material from any organism can be detected and can potentially misidentify another virus as COVID-19.",Social media,covid,misinfo,misinfo,0.8
831,"'No doubt left' about scientific consensus on global warming, say experts",theguardianuk,climate,real,real,0.9
832,Democratic Rep. To Introduce Resolution To Make Climate Change A National Emergency,prisonplanet,climate,misinfo,real,0.9
833,"Trump administration to finalize weaker mileage standards, dealing a blow to Obama-era climate policy",washingtonpost,climate,real,real,0.9
834,Moderna Starts Phase Two of COVID-19 Vaccine Study,webmd.com,covid,real,real,0.9
835,Tens of thousands march in France demanding action on climate change,france24,climate,real,real,0.9
836,The looming climate crash,politico,climate,real,real,0.8
837,Alexandria Ocasio-Cortez: 'The World Is Going to End in 12 Years if We Don't Address Climate Change',prisonplanet,climate,misinfo,real,0.9
838,Why environmentalists are turning away from the BC NDP,nationalobserver,climate,real,real,0.85
839,SCANDAL Airport weather stations that record global warming temperatures sit directly in the exha,naturalnews,climate,misinfo,misinfo,0.8
840,Tribes Slam EPA Move to Give Oklahoma Control of Environmental Rules,usnews,climate,real,real,0.9
841,"Finally, some good news! Greta Thunberg laments: 'After two years of school strikes, the world is still in a state of climate crisis denial'  'Time is rapidly slipping through our fingers'",climatedepot,climate,misinfo,real,0.8
842,People in Ukraine will be forcibly vaccinated against the new coronavirus.,Facebook,covid,misinfo,misinfo,0.8
843,"Toxins in plastic blamed for health, environment hazards",aljazeera,climate,misinfo,real,0.9
844,Wearing a face mask causes brain damage because of a lack of oxygen,Facebook video,covid,misinfo,misinfo,0.9
845,"Euphorbia hirta, commonly known as the asthma plant, cures COVID-19.",Facebook,covid,misinfo,misinfo,0.9
846,This Climate Change Denying Pastor Needs to Be Seen to Be Believed,nationalinterest,climate,real,misinfo,0.3
847,Does Medicare cover coronavirus antibody test costs? Advice,medicalnewstoday.com,covid,real,real,0.9
848,Bernie Sanders Puts Climate Change Doomsday Clock at 12 Years During Rally in Alabama,truepundit,climate,misinfo,real,0.8
849,People Who Wear COVID-19 Masks Touch Their Faces Less  That's a Good Thing,healthline.com,covid,real,real,0.8
850,Extinction Rebellion activists go topless and block Waterloo Bridge to protest 'climate rape',theindependent,climate,misinfo,real,0.85
851,Elizabeth Warren's Support For Trump Trade Deal Chafes Climate Allies,thehuffingtonpost,climate,real,real,0.8
852,Changing Age Distribution of the COVID-19 Pandemic - United States,cdc.gov,covid,real,real,0.9
853,Jay Inslee Tops New Ranking Of 2020 Candidates' Climate Proposals,thehuffingtonpost,climate,real,real,0.9
854,Pigeon feces slurry can cure coronavirus.,Facebook,covid,misinfo,misinfo,0.95
855,MPs make history by passing Commons motion to declare 'environment and climate change emergency',theindependent,climate,real,real,0.9
856,Pandemic measures had a strong impact on mental and,medicalnewstoday.com,covid,real,real,0.9
857,"Everyone actually suffers from chemical pneumonitis, not COVID-19.",Facebook and YouTube,covid,misinfo,misinfo,0.85
858,Environmental regulations bring a halt to two major oil and gas pipelines,fortune,climate,real,real,0.8
859,Trump is skeptical of climate change report because of his aposhigh levels of intelligenceapos,usatoday,climate,real,real,0.8
860,'All universities must commit to net-zero by 2030': tackling the campus climate crisis,theguardianuk,climate,real,real,0.85
861,Chinese intelligence officer says the novel coronavirus as a biological weapon invented by China.,Twitter,covid,misinfo,misinfo,0.8
