,phrase,Y,Yhat (GPT4o),confidence
426,Statham employs an accent that I think is supposed to be an attempt at hardass American but sometimes just lapses into unhidden British .,0.33333,0.3,0.8
427,Try,0.5,0.5,0.8
428,have produced sparkling retina candy,0.65278,0.8,0.7999999999999999
429,"If The Tuxedo actually were a suit , it would fit Chan like a $ 99 bargain-basement special .",0.22222,0.2,0.8
430,go-for-broke acting that heralds something special,0.83333,0.8,0.7999999999999999
431,those all-star reunions,0.55556,0.7,0.7999999999999999
432,battered,0.48611,0.2,0.8
433,", you 'll find yourself remembering this refreshing visit to a Sunshine State .",0.66667,0.8,0.7999999999999999
434,give credit,0.58333,0.5,0.8
435,ca n't relate to Stuart,0.55556,0.3,0.8
436,which may not be cutting-edge indie filmmaking,0.34722,0.3,0.8
437,umpteenth,0.61111,0.4,0.8
438,"-- quite a rarity , even in the family film market .",0.94444,0.5,0.8
439,Kaufman creates an eerie sense of not only being there at the time of these events but,0.77778,0.5,0.8
440,the drumming and,0.5,0.5,0.6000000000000001
441,I have ever seen that still manages to be uplifting but not overly sentimental,0.79167,0.7,0.7999999999999999
442,then becomes Bring it On,0.44444,0.5,0.8
443,"lip-synching , tragedy , and lots of really really high notes",0.47222,0.3,0.8
444,remains as guarded as a virgin with a chastity belt . That 's why Sex and Lucia is so alluring,0.79167,0.5,0.8
445,Slick piece,0.72222,0.5,0.8
446,venality,0.45833,0.1,0.8
447,"spirit ,",0.54167,0.5,0.8
448,is the best ` old neighborhood ' project since Christopher Walken kinda romanced Cyndi Lauper in The Opportunists,0.70833,0.8,0.7999999999999999
449,Will give many ministers and Bible-study groups hours of material to discuss . But,0.66667,0.5,0.8
450,the promise of a reprieve,0.47222,0.7,0.7999999999999999
451,", Hart 's War , like the St. Louis Rams in the Super Bowl , waits until after halftime to get started .",0.33333,0.4,0.8
452,Nick Cassavetes,0.5,0.5,0.8
453,"dog soldiers does n't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it .",0.72222,0.8,0.7999999999999999
454,"Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness",0.70833,0.7,0.7999999999999999
455,( But it 's ),0.5,0.5,0.8
456,the slowest viewer,0.5,0.3,0.8
457,get into the history books before he croaks,0.36111,0.3,0.8
458,Rohmer 's talky films,0.40278,0.3,0.8
459,demonizes,0.38889,0.1,0.8
460,The cartoon,0.5,0.5,0.8
461,the haphazardness of evil,0.38889,0.2,0.8
462,himself used it in Black and White,0.5,0.4,0.8
463,though Brown Sugar is so earnest in its yearning for the days before rap went nihilistic that it summons more spirit and bite than your average formulaic romantic quadrangle,0.66667,0.7,0.7999999999999999
464,fumbled,0.29167,0.2,0.8
465,pull an arrow,0.5,0.3,0.8
466,dangerous political situation,0.40625,0.2,0.8
467,Intriguing,0.69444,0.7,0.7999999999999999
468,"gives us is flashing red lights , a rattling noise , and a bump on the head",0.51389,0.2,0.8
469,Statham can move beyond the crime-land action genre,0.58333,0.7,0.7999999999999999
470,"is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .",0.29167,0.4,0.8
471,could be a single iota worse,0.44444,0.2,0.8
472,by the time you get back to your car in the parking lot,0.5,0.3,0.8
473,never thought I 'd say this,0.625,0.4,0.8
474,"a film that should be seen by all , especially those who are n't aware of , or have forgotten about the unmentioned victims of war",0.86111,0.7,0.7999999999999999
475,of horror movie,0.5,0.3,0.8
476,first 15 minutes,0.5,0.5,0.8
477,goes for a plot twist instead of trusting the material,0.45833,0.3,0.8
478,make its characters idiots in order to advance the plot,0.30556,0.2,0.8
479,sailboaters,0.5,0.5,0.8
480,powerful and reasonably fulfilling gestalt,0.77778,0.7,0.7999999999999999
481,both ugly and mindless,0.33333,0.1,0.8
482,the kind of energy it 's documenting,0.69444,0.5,0.8
483,of the confusions you had while watching it,0.5,0.3,0.8
484,"Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller",0.72222,0.5,0.8
485,that might mean,0.5,0.5,0.8
486,light on the screen,0.61111,0.5,0.8
487,Complete lack,0.34722,0.1,0.8
488,a high-tech space station,0.56944,0.7,0.7999999999999999
489,"The script is smart , not cloying .",0.75,0.7,0.7999999999999999
490,dislikable study in sociopathy,0.26389,0.2,0.8
491,If You Can,0.51389,0.5,0.8
492,"find the small , human moments",0.68056,0.7,0.7999999999999999
493,", very much its own droll and delicate little film ,",0.63889,0.7,0.7999999999999999
494,control -- that is to say,0.5,0.5,0.8
495,Exploits,0.52778,0.2,0.8
496,he can outgag any of those young whippersnappers making moving pictures today,0.86111,0.7,0.7999999999999999
497,"a detailed historical document ,",0.69444,0.5,0.8
498,fabricated,0.375,0.3,0.8
499,testing,0.58333,0.5,0.8
500,this is standard crime drama fare ... instantly forgettable and thoroughly dull,0.097222,0.2,0.8
501,a compulsion,0.5,0.3,0.8
502,wickedly eccentric enchantment,0.88889,0.7,0.7999999999999999
503,Woody Allen 's,0.5,0.5,0.8
504,is too much like a fragment of an underdone potato,0.20833,0.2,0.8
505,other Deep South stories,0.51389,0.4499999999999999,0.7
506,"-- putting together familiar themes of family , forgiveness and love in a new way -- Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded .",0.72222,0.8,0.7999999999999999
507,"like a parody of the mellow , peace-and-love side of the '60s counterculture",0.22222,0.3,0.8
508,the phenomenal,0.75,0.8500000000000001,0.9
509,"are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where Whitaker 's misfit artist is concerned .",0.33333,0.2,0.8
510,"relies on toilet humor , ethnic slurs",0.22222,0.1,0.8
511,diatribe,0.54167,0.1,0.8
512,The major problem with Windtalkers is that the bulk of the movie centers on the wrong character .,0.34722,0.2,0.8
513,pulls a little,0.5,0.4,0.8
514,skeeved,0.31944,0.2,0.8
515,coming-of-age saga,0.58333,0.7,0.7999999999999999
516,to read and follow the action at the same time,0.5,0.5,0.8
517,a film that are still looking for a common through-line,0.38889,0.3,0.8
518,'re a fan of the books,0.5,0.5,0.8
519,"will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , '' The Sting .",0.31944,0.4,0.8
520,its claws,0.5,0.4,0.8
521,Munchausen-by-proxy mum,0.375,0.2,0.8
522,", Godfrey Reggio 's career shines like a lonely beacon .",0.80556,0.7,0.7999999999999999
523,with no easy answers,0.40278,0.3,0.8
524,accompanied,0.5,0.5,0.8
525,"With lesser talents , High Crimes would be entertaining",0.375,0.4,0.8
526,"Return to Never Land may be another shameless attempt by Disney to rake in dough from baby boomer families , but",0.375,0.3,0.8
527,Heather McGowan and Niels Mueller,0.5,0.5,0.8
528,"the problem with Wendigo , for all its effective moments ,",0.48611,0.3,0.8
529,on film,0.5,0.5,0.8
530,Mason 's,0.5,0.5,0.8
531,hooks,0.55556,0.5,0.8
532,everyday activities,0.5,0.5,0.8
533,somewhat melodramatic,0.26389,0.4,0.8
534,"as claustrophic , suffocating and chilly",0.19444,0.2,0.8
535,ca n't handle the truth '' than High Crimes,0.5,0.3,0.8
536,"one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",0.76389,0.7,0.7999999999999999
537,It squanders Chan 's uniqueness ;,0.22222,0.2,0.8
538,"odd , poetic road movie",0.66667,0.5,0.8
539,"Anyone who 's ever suffered under a martinet music instructor has no doubt fantasized about what an unhappy , repressed and twisted personal life their tormentor deserved .",0.51389,0.2,0.8
540,surveys the landscape and assesses the issues with a clear passion for sociology .,0.76389,0.7,0.7999999999999999
541,are of the highest and the performances attractive without being memorable .,0.69444,0.5,0.8
542,Adam Sandler Chanukah song,0.48611,0.7,0.7999999999999999
543,"Ze movie starts out so funny , then",0.55556,0.3,0.8
544,created a monster but,0.48611,0.3,0.8
545,does n't give us a character worth giving a damn about,0.26389,0.1,0.8
546,", unfunny one",0.29167,0.2,0.8
547,", its characters all the more touching for refusing to pity or memorialize themselves .",0.73611,0.7,0.7999999999999999
548,on a dime in the tries-so-hard-to-be-cool '' Clockstoppers,0.33333,0.3,0.8
549,My Loved Ones,0.61111,0.8,0.7999999999999999
550,plays like an extended episode of Touched by an Angel,0.54167,0.4,0.8
551,briefly,0.61111,0.5,0.8
552,A low-rent retread of the Alien pictures .,0.31944,0.2,0.8
553,The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .,0.88889,0.8,0.7999999999999999
554,Interview With the Assassin is structured less as a documentary and more as a found relic,0.5,0.4,0.8
555,'s based,0.5,0.4,0.8
556,Merci,0.5,0.8,0.7999999999999999
557,Reeses,0.5,0.7,0.7999999999999999
558,of one actor,0.5,0.5,0.8
559,"is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run .",0.23611,0.3,0.8
560,"started out as a taut contest of wills between Bacon and Theron , deteriorates into a protracted and",0.25,0.3,0.8
561,"a melodramatic , Lifetime Channel-style anthology",0.41667,0.3,0.8
562,The lack of naturalness makes everything seem self-consciously poetic and forced,0.22222,0.2,0.8
563,could possibly,0.59722,0.5,0.8
564,in perfect balance,0.75,0.8,0.7999999999999999
565,While it has definite weaknesses,0.43056,0.3,0.8
566,he just forgot to add any genuine tension,0.33333,0.2,0.8
567,Pumpkin wants to have it both ways .,0.48611,0.4,0.8
568,in the second great war,0.5,0.3,0.8
569,his natural exuberance,0.5,0.8,0.7999999999999999
570,'s an eye-opener,0.58333,0.5,0.8
571,fifth Trek flick,0.5,0.4,0.8
572,structured,0.56944,0.5,0.8
573,"( It 's ) difficult to get beyond the overall blandness of American Chai ,",0.26389,0.2,0.8
574,serious questions,0.51389,0.4,0.8
575,Senegalese updating of `` Carmen '' which is best for the stunning star turn by Djeinaba Diop Gai,0.61111,0.7,0.7999999999999999
576,"glides gracefully from male persona to female without missing a beat . Ben Kingsley is truly funny , playing a kind of Ghandi gone bad .",0.86111,0.8,0.7999999999999999
577,ana 's,0.51389,0.5,0.8
578,naturally dramatic,0.68056,0.5,0.8
579,poignant and gently humorous,0.79167,0.7,0.7999999999999999
580,"In the era of The Sopranos , it feels painfully redundant and inauthentic .",0.31944,0.2,0.8
581,the Jewish Nazi,0.38889,0.1,0.8
582,"crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level .",0.27778,0.3,0.8
583,"decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal satyr",0.41667,0.2,0.8
584,will most likely,0.5,0.5,0.8
585,is an odd but ultimately satisfying blend of the sophomoric and the sublime .,0.73611,0.7,0.7999999999999999
586,"has a lot going for it , not least the brilliant performances by Testud ... and Parmentier",0.94444,0.7,0.7999999999999999
587,of Read My Lips,0.61111,0.4,0.8
588,film anything,0.44444,0.5,0.8
589,"its macabre , self-deprecating sense of humor makes up for a lot",0.70833,0.7,0.7999999999999999
590,. Mason,0.5,0.5,0.8
591,slopped ` em together here,0.33333,0.3,0.8
592,authors herself,0.5,0.5,0.8
593,Takashi Sorimachi ),0.52778,0.5,0.8
594,that unequivocally qualify as art,0.77778,0.7,0.7999999999999999
595,"A compelling , moving film that respects its audience and its source material .",0.86111,0.8500000000000001,0.9
596,legal system,0.5,0.5,0.8
597,"runs on empty ,",0.33333,0.2,0.8
598,the concept,0.47222,0.5,0.8
599,simple in form,0.55556,0.5,0.8
600,to inhabit their world without cleaving to a narrative arc,0.44444,0.4,0.8
601,have a captain,0.5,0.5,0.8
602,something on his mind,0.5,0.5,0.6000000000000001
603,of dead bodies,0.61111,0.1,0.8
604,"radiant ,",0.63889,0.8,0.7999999999999999
605,should come with the warning '' For serious film buffs only,0.31944,0.3,0.8
606,"a quite pleasing , headlong thrust and",0.73611,0.7,0.7999999999999999
607,heavy-handed metaphors to choke a horse -- or at least slow him down to a canter,0.23611,0.2,0.8
608,overpowered,0.54167,0.5,0.6000000000000001
609,Playfully profound ... and crazier than Michael Jackson on the top floor of a skyscraper nursery,0.76389,0.4,0.8
610,that never becomes claustrophobic,0.47222,0.7,0.7999999999999999
611,intergalactic friendship,0.55556,0.8,0.7999999999999999
612,the eyeballs,0.5,0.5,0.8
613,expand a TV show,0.66667,0.55,0.7000000000000001
614,a date,0.61111,0.5,0.8
615,create something original,0.63889,0.8,0.7999999999999999
616,hates criticism,0.48611,0.2,0.8
617,all more than familiar,0.55556,0.4,0.8
618,for the superfluous Notting Hill,0.38889,0.3,0.8
619,cuts against this natural grain,0.48611,0.3,0.8
620,", that 's good enough .",0.56944,0.6,0.8
621,This overproduced piece of dreck,0.125,0.1,0.8
622,empty,0.38889,0.5,0.8
623,"wonderful , ghastly film",0.80556,0.4,0.8
624,"A woozy , roisterous ,",0.36111,0.4,0.8
625,Would I see it again ?,0.5,0.5,0.6000000000000001
626,more guts and,0.59722,0.4,0.8
627,the fantastic Kathy Bates,0.77778,0.8500000000000001,0.9
628,an unseemly pleasure,0.66667,0.3,0.8
629,shame,0.31944,0.1,0.8
630,Minnie,0.5,0.5,0.8
631,the fantasy cinema,0.54167,0.5,0.8
632,it wants to be,0.65278,0.5,0.8
633,Mention '' Solaris '',0.5,0.5,0.8
634,you unfulfilled,0.34722,0.2,0.8
635,it 's harder still to believe that anyone in his right mind would want to see the it,0.29167,0.2,0.8
636,the internal combustion engine,0.5,0.5,0.8
637,disquieting,0.38889,0.2,0.8
638,", mildly fleshed-out characters",0.47222,0.4,0.8
639,drag the movie down .,0.45833,0.1,0.8
640,that 's all that 's going on here .,0.29167,0.4,0.8
641,thinner than cardboard --,0.18056,0.2,0.8
642,Charlize CHASES Kevin with a GUN,0.44444,0.1,0.8
643,wrenching,0.44444,0.2,0.8
644,Hardly an objective documentary,0.33333,0.3,0.8
645,( DeNiro ) brings to this part,0.625,0.5,0.8
646,calculated to cash in on the popularity of its stars,0.29167,0.3,0.8
647,Dot Com,0.5,0.5,0.8
648,. Guided,0.5,0.5,0.8
649,", this fourth animated movie in four years wo n't convert you -- or even keep your eyes open .",0.15278,0.2,0.8
650,"those films that possesses all the good intentions in the world , but",0.5,0.3,0.8
651,"are stanzas of breathtaking , awe-inspiring visual poetry",0.81944,0.8500000000000001,0.9
652,monotonous,0.20833,0.3,0.8
653,"Executed with such gentle but insistent sincerity , with such good humor and",0.90278,0.8,0.7999999999999999
654,sane and breathtakingly creative film,0.88889,0.8,0.7999999999999999
655,told with an appropriate minimum of means .,0.65278,0.4,0.8
656,it feels a bit long,0.27778,0.4,0.8
